Title,Year,Genre,Plot,Language,Poster,IMDBRating,Director,Production,Error
Import/Export,2007,18,"A nurse from Ukraine searches for a better life in the West, while an unemployed security guard from Austria heads East for the same reason. Both are looking for work, a new beginning, an existence, struggling to believe in themselves, to find a meaning in life...",de,https://image.tmdb.org/t/p/w500/1lykrk6oe5seLP0BuVy0jikEwdR.jpg,7,Ulrich Seidl,Pronto Film,
The Counting House,2007,"53, 27","Four employees of Island Fisheries come to a sun-scorched, isolated island to negotiate fishing rights with the sullen, paranoid islanders who have good reason to be afraid. Soon after the arrival of the four, a mysterious force the islanders thought was chained forever in the dark basement of the foreboding old Counting House is once again on the loose, savagely killing its women. Caught in a power struggle between rival island factions over how to stop the killing, the mainlanders are jailed. They manage to break out, but with a vigilante mob on their heels, can they reach the boat in time? They do, only to confront the mysterious, terrifying force.",en,https://image.tmdb.org/t/p/w500/jd8ViqwWEo4FxGyBqmSmM2jaT4B.jpg,0,Carlo Giudice,,
"Gandhi, My Father",2007,"18, 36","With Gandhi My Father, producer Anil Kapoor and director Feroz Abbas Khan have shed light onto Gandhi the person, rather than Gandhi the icon. Using Gandhi’s political career as a canvas, the film paints a picture of his intricate, complex, and strained relationship with his son Harilal Gandhi.",hi,https://image.tmdb.org/t/p/w500/sFzo2Ss4PQfNUlrzeTfwoVp5ajE.jpg,5.3,Feroz Abbas Khan,,
My Mexican Shivah,2007,35,"After Moishe's death, family and friends sit Shiva in Mexico City. During seven days, secrets will be disclosed.",es,https://image.tmdb.org/t/p/w500/5xaIKE9JmLS3DDGenP0WHuRQsU4.jpg,6,Alejandro Springall,"goliat films, Elevation Filmworks, Instituto Mexicano de Cinematografía, Springall Pictures",
Eklavya: The Royal Guard,2007,"28, 18, 53","As the kingdom of Devigarh comes apart at the seams, an aging bodyguard attempts to protect the Royal Family, as well as keep its darkest secrets from ever coming to light.",hi,https://image.tmdb.org/t/p/w500/8IdT65RInyPf5Bo5wkqxKMituwJ.jpg,6.3,Vidhu Vinod Chopra,Vidhu Vinod Chopra Productions,
Revenge,2007,"28, 18, 9648","When Artem Kolchin, Denis Nikiforov, arrives in the U.S. to fight for the championship, he soon finds himself fighting for his life after he sends a young, aggressive boxer, who provokes him into sparring, into a coma and ultimately killing him. That is when Artem finds out that the young boxer was none other than the only son of Felix Mendez, the powerful Mexican mafia kingpin, played masterfully by Victor Herminio Lopez, and when the real fight begins.",ru,https://image.tmdb.org/t/p/w500/aGNFlrzLgxjPhpNHKlrzdpcRFY0.jpg,5.2,Anton Megerdichev,Central Partnership,
Georg,2007,"18, 10402","Unforgettable melodies, unique timbre and a memorable, soul-stirring voice. A mystery for women and authority for men, his talent was revered by the highest ranks of the Soviet Union and millions of ordinary people. Georg Ots took the stage when a huge country was recovering from the horrors of war, and his voice returned them faith in a bright future. Few people know what his life was really like.",et,https://image.tmdb.org/t/p/w500/vW0M0zimfk06vzLUw4YO6xa4M7F.jpg,5.3,Peeter Simm,"Allfilm, MRP Matila Röhr Productions, Tsentr Natsionalnogo Filma",
Paragraph 78: Film One,2007,"53, 28, 878","The peoples of the world has finally managed to agree on the most important issues on the planet and there was long overdue balance. Signed an agreement to terminate development of weapons of mass destruction, but in secret all the superpowers continue to build up military power on classified sites, which seemed never existed. Goodwin, a former commander of special forces, is tasked to collect his former people responsible for the mission. Something very serious has happened to the base where secretly working to develop a new combat the virus, and more recent cohorts, who have almost nothing left in common, have come together again...",ru,https://image.tmdb.org/t/p/w500/h1QqfK0cbtfBlJ9sdRcSh6LMMFh.jpg,5.4,Mikhail Khleborodov,"Stimul M Production, MB Productions",
Princess of the Sun,2007,16,"In Ancient Egypt, during the monotheistic regime of Akhenaten, Akhesa is a beautiful princess, 14 years of age. An impetuous young girl, Akhesa rebels against her father's dictats. She refuses to live confined in the royal palace and wants to discover why her mother, Queen Nefertiti, has been exiled on the island of Elephantine. Assisted by her half-brother prince Tutankhaten, or ""Tut"", Akhesa flees the court in hopes of finding her mother. In defiance of danger the two teenagers travel down the Nile to the burning-hot desert dunes, courageously facing the mercenary Zannanza and priests of Amun Ra, who are conspiring to overthrow the pharaoh because of his rejection of their god. With innocence their only weapon, Akhesa and Tut overcome many hardships, and encounter an extraordinary destiny.",fr,https://image.tmdb.org/t/p/w500/f4s4HvpbTSvr6Y1yOhxtgkmsUjm.jpg,6.7,Philippe Leclerc,Belokan Productions,
Chaos Theory,2008,"35, 18, 10749","Frank Allen, a professional speaker who lectures on time management has a perfectly ordered and scheduled life, down to the minute. When his wife sets his clock forward 10 minutes as a joke, his day is thrown off. Deciding that his strictly ordered life has done him little good, he begins to make multiple choice index cards, choosing one at random and doing what is written on the card.",en,https://image.tmdb.org/t/p/w500/iP4DJqTeMMQJ3J0eyt2RjRH6NZH.jpg,6.323,Marcos Siega,"W.I.P., Castle Rock Entertainment, Lone Star Film Group, Land Films Inc.",
In the Name of the King: A Dungeon Siege Tale,2007,"12, 14, 28, 18","A man named Farmer sets out to rescue his kidnapped wife and avenge the death of his son – two acts committed by the Krugs, a race of animal-warriors who are controlled by the evil Gallian.",en,https://image.tmdb.org/t/p/w500/bbN1lmDk1PT0GsTFCy179sk5nIF.jpg,4.7,Uwe Boll,"Boll Kino Beteiligungs GmbH & Co. KG, Brightlight Pictures, Herold Productions",
Ghost Son,2007,"18, 27, 9648, 53","A widowed newlywed stays on her deceased husband's South African farm, then bears a child who seems to be possessed by the dead man.",en,https://image.tmdb.org/t/p/w500/zI9pjSsJff8JBsHlYPjRdGfqSq9.jpg,4.9,Lamberto Bava,"MoviWorld, Star Edizioni Cinematografiche, Camarote Films, A.E. Media Corporation",
Elf Bowling: The Movie,2007,"16, 35, 14","When Santa's half wit brother kidnaps the elves, Santa and super-elf Lex team up to save the day! Based on the enormously popular game, this beautiful, computer-graphics-animated movie is full of pirates, penguins and legendary heroes in a magical adventure perfect for the whole family.",en,https://image.tmdb.org/t/p/w500/oFcHKHaI7vvqD5jYLhTPhUR3eCB.jpg,2.3,Rex Piano,"Film Brokers International, Great Highway Company",
The Moon and the Stars,2007,"18, 36","1939: Rome stands on the brink of World War II. In the midst of this political and social tension famed producer Davide Rieta is making a major film. The two lead actors, the German woman Kristina Baumgarten and the English man James Clavel ace each others' initial antagonism and eventually fall in love. Meanwhile the fascist police are looking for an excuse to arrest the Jewish filmmaker and any other potential ""troublemakers."" The producer and his crew decide to make one final extraordinary effort to complete the film - against all odds.",en,https://image.tmdb.org/t/p/w500/7JlUocNWQlfeGYpsCR0hrmlY9PV.jpg,4.7,John Irvin,Box Film,
Domain of the Damned,2007,27,"When a mysterious drifter reluctantly takes a job with a roadside haunted house, he quickly discovers that the attractions locked up in the basement are far more dangerous than plastic skeletons in rubber chains. Together with a mixed-up young woman in search for her lost nephew, and a host of liquored-up, live-remote radio deejays, Jerrod will have to solve the mystery of an ancient Egyptian amulet and face the wrath of the Angel of Death before he can be free of his curse: Necrophobia.",en,https://image.tmdb.org/t/p/w500/eSzuoHFIbNjBF9DW9P18q95jzKy.jpg,2,Stacy Davidson,"Odyssee Pictures, DBW Entertainment",
Night Skies,2007,"18, 27, 9648, 878, 53","On March 13th, 1997 one of the largest UFO sightings ever recorded took place across the southwestern United States...",en,https://image.tmdb.org/t/p/w500/jfA02o3Q8MrWukpxzoTwq18IiDv.jpg,5,Roy Knyrim,"Phantom Planet Films, Ringleader Studios, Karza Productions Inc, Night Skies Productions LLC",
Prisoner,2007,"27, 53",A Hollywood director is taken prisoner while scouting a remote prison.,en,https://image.tmdb.org/t/p/w500/bQmej4m353qYgwEw1j0HzqBcJ0n.jpg,4.2,David Alford,,
Enchanted,2007,"35, 10751, 14, 10749","The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?",en,https://image.tmdb.org/t/p/w500/8KCNzCArLlvLdQoHx6npua2VSVc.jpg,6.8,Kevin Lima,"Walt Disney Pictures, Josephson Entertainment, Andalasia Productions, Right Coast",
"Romulus, My Father",2007,18,"The story of Romulus, his beautiful wife, Christina, and their struggle in the face of great adversity to bring up their son, Raimond. It is a story of impossible love that ultimately celebrates the unbreakable bond between father and son.",en,https://image.tmdb.org/t/p/w500/xvg88XAghIazPtrXYNkW3hCFWss.jpg,5.8,Richard Roxburgh,"Australian Film Finance Corporation, Arenafilm, Madman Entertainment, Australian Film Commission, Film Victoria, New South Wales Film & Television Office",
W.C.,2009,"35, 18",Set in and around the male and female toilets of a Dublin jazz bar. A drama concerning the trials and tribulations of two lowly paid toilet attendants and the people they serve.,en,https://image.tmdb.org/t/p/w500/1ntRX5QZkSaf21TpX6bRVWZgfr9.jpg,3.5,Liam O Mochain,Siar A Rachas Muid Productions,
Dead Tone,2007,"27, 53","As another semester draws to a close at the University of Dreyskill, a simple game dreamt to help students avoid studying becomes a bloody battle for survival.",en,https://image.tmdb.org/t/p/w500/h0IFMhvsBglNodkaE4XrntY9gOS.jpg,4.654,Brian Hooks,Hooks and Taylor Entertainment,
Big Rig,2007,99,"Big Rig (2008) is a documentary film by Doug Pray about long-haul truck drivers. The film consists of a series of interviews with different drivers, focusing on both their personal life stories and also the life and culture of truck drivers in the United States.",en,https://image.tmdb.org/t/p/w500/kc03wHV6y6KpSGaFdPCoggBzr8k.jpg,5.6,Doug Pray,,
Code Name: The Cleaner,2007,"28, 35, 80","Cedric the Entertainer plays Jake, a seemingly regular guy who has no idea who he is after being hit over the head by mysterious assailants. When he finds himself entangled in a government conspiracy, Jake and his pursuers become convinced that he is an undercover agent.",en,https://image.tmdb.org/t/p/w500/wSQkv51ygnds56lylNavYJzLmNZ.jpg,5.1,Les Mayfield,New Line Cinema,
Daddy Day Camp,2007,"10751, 35","Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood daycare center opens his own camp, only to face financial hardship and stiff competition from a rival camp.",en,https://image.tmdb.org/t/p/w500/fhuhSVb3j8SShe6FhnVUAfSRg6h.jpg,4.7,Fred Savage,"Revolution Studios, Blue Star Entertainment",
Fade,2008,"18, 27, 53","Arthur Dichter thinks he is dying of insomnia, but the reality is much more frightening. In this surreal puzzle film, Dichter turns from his wife to a private journal to record his deepest fears. Anna knows her husband lives in a waking nightmare where delusions and reality blend, but is powerless to help him. As Arthur's disease gives way to despair, loneliness, and alienation, he and Anna hang onto their last shred of hope. This atmospheric film explores personal identity, marital discord, and contemporary life, turning narrative and chronology inside out to find the darkest corners of the human spirit. With music from avant-garde legends AMM, Art Bears, and Stephen O'Malley's Ginnungagap.",en,https://image.tmdb.org/t/p/w500/agExcaXPeaRFOCGMCsXqjN93Q2F.jpg,0,Anthony Stagliano,Klondike 5 Productions,
Flakes,2007,"35, 10749","Aspiring rock musician Neal Downs manages a cereal bar. Stylish Miss Pussy Katz is the creator of radically-themed art clothing. When the cereal bar, brings in an offbeat crew of locals, who debate the arcana of cereal history and ideal milk/flake ratios, an aspiring capitalist rips off their concept.",en,https://image.tmdb.org/t/p/w500/2e5t3EUL0gwYs78Ah4XFGpfmJZl.jpg,5.1,Michael Lehmann,IFC Films,
